LOAN_ID,CUSTOMER_ID,ACCOUNT_ID,LOAN_TYPE,PRINCIPAL,INTEREST_RATE,CREDIT_GRADE,COLLATERAL_VALUE,LOAN_MEMO,STATUS,ORIGINATION_DATE
LOAN_001147,CUST_000749,ACCT_00004954,AUTO,15321.5,6.08,B,670183.7,They instead science style.,ACTIVE,2022-12-04T14:26:28.859799
LOAN_001148,CUST_001463,ACCT_00005316,AUTO,124039.95,5.92,D,103809.45,School town yet when sign laugh.,DEFAULTED,2022-01-24T14:26:28.860017
LOAN_001149,CUST_003311,ACCT_00003378,BUSINESS,424040.32,4.65,B,696012.98,Discover ahead capital since shake about.,DEFAULTED,2024-01-05T14:26:28.860233
LOAN_001150,CUST_002380,ACCT_00005629,HOME,27394.28,8.6,C,476045.22,Floor apply score foot me writer.,PAID_OFF,2023-11-15T14:26:28.860452
LOAN_001151,CUST_002139,ACCT_00000376,BUSINESS,458961.02,4.17,B,539574.47,Economy suddenly pattern important claim employee front.,ACTIVE,2023-06-13T14:26:28.860672
LOAN_001152,CUST_001499,ACCT_00006720,HOME,156091.9,4.67,D,134248.79,Large alone leg million protect.,PAID_OFF,2023-06-07T14:26:28.860885
LOAN_001153,CUST_002122,ACCT_00004050,AUTO,145407.85,8.89,D,143159.9,That course big health.,PAID_OFF,2022-07-02T14:26:28.861106
LOAN_001154,CUST_001675,ACCT_00006035,AUTO,181382.65,6.41,C,461601.19,Shoulder lose personal crime much operation pressure he.,PAID_OFF,2022-10-16T14:26:28.861320
LOAN_001155,CUST_000427,ACCT_00004672,HOME,237775.29,4.26,A,453930.82,Grow where physical especially current position may.,PAID_OFF,2026-04-01T14:26:28.861534
LOAN_001156,CUST_003376,ACCT_00005366,AUTO,106572.35,8.8,C,426485.35,Effort need top be feel address.,PAID_OFF,2022-09-10T14:26:28.861749
LOAN_001157,CUST_002596,ACCT_00002580,HOME,253186.28,8.07,D,554865.97,Law address turn wall.,DEFAULTED,2022-10-07T14:26:28.861962
LOAN_001158,CUST_000508,ACCT_00001447,AUTO,18897.81,5.48,C,654432.45,Since detail employee heart trial woman.,PAID_OFF,2022-03-15T14:26:28.862177
LOAN_001159,CUST_000240,ACCT_00005566,HOME,425406.64,8.47,D,730172.98,Current condition option magazine.,PAID_OFF,2025-11-06T14:26:28.862391
LOAN_001160,CUST_000347,ACCT_00005816,AUTO,455458.22,4.11,A,691920.43,During eat black until.,DEFAULTED,2025-07-20T14:26:28.862605
LOAN_001161,CUST_000149,ACCT_00001754,AUTO,54465.13,3.56,D,445107.48,Yeah campaign medical walk student bank.,ACTIVE,2023-10-20T14:26:28.862819
LOAN_001162,CUST_001852,ACCT_00004876,PERSONAL,242903.24,6.81,C,721180.3,Between three word seven determine.,ACTIVE,2022-07-15T14:26:28.863033
LOAN_001163,CUST_003361,ACCT_00000451,HOME,16975.04,6.82,C,173901.52,Provide challenge task example.,PAID_OFF,2024-10-22T14:26:28.863247
LOAN_001164,CUST_000832,ACCT_00006274,BUSINESS,321272.56,5.91,A,493949.71,Off region measure identify throw benefit.,ACTIVE,2024-12-02T14:26:28.863461
LOAN_001165,CUST_000509,ACCT_00002668,PERSONAL,155643.8,7.36,A,341456.12,Daughter these media say morning ahead.,DEFAULTED,2022-12-24T14:26:28.863676
LOAN_001166,CUST_003449,ACCT_00004689,HOME,416315.68,8.85,A,340196.94,Realize town sit necessary environment.,PAID_OFF,2025-07-22T14:26:28.863891
LOAN_001167,CUST_001649,ACCT_00001063,HOME,423704.78,7.27,D,679231.17,Field condition method lot camera.,DEFAULTED,2023-08-04T14:26:28.864105
LOAN_001168,CUST_002184,ACCT_00002854,BUSINESS,18451.17,6.69,D,258529.84,Every turn gun expect know.,DEFAULTED,2024-03-18T14:26:28.864319
LOAN_001169,CUST_003241,ACCT_00003988,HOME,127918.04,4.54,B,246586.67,Candidate we media still view event.,DEFAULTED,2025-07-04T14:26:28.864542
LOAN_001170,CUST_003107,ACCT_00001539,HOME,403406.7,8.7,B,529974.79,Treatment coach office piece past individual inside.,ACTIVE,2026-04-21T14:26:28.864770
LOAN_001171,CUST_003278,ACCT_00004490,AUTO,186592.99,5.94,B,437546.25,Cultural fall fish month cold.,ACTIVE,2026-01-11T14:26:28.864985
LOAN_001172,CUST_000550,ACCT_00004895,HOME,457800.12,5.9,A,81917.19,Campaign first wonder family probably necessary experience.,ACTIVE,2024-08-28T14:26:28.865200
LOAN_001173,CUST_001437,ACCT_00004815,PERSONAL,412583.57,4.92,C,466729.44,Bit take data thank character.,ACTIVE,2025-03-23T14:26:28.865415
LOAN_001174,CUST_001858,ACCT_00002925,AUTO,249957.32,3.78,D,361924.85,This peace resource travel thousand others.,PAID_OFF,2025-03-25T14:26:28.865629
LOAN_001175,CUST_003468,ACCT_00003262,BUSINESS,182503.9,5.24,D,729022.05,Military develop act partner.,PAID_OFF,2023-08-22T14:26:28.865842
LOAN_001176,CUST_000088,ACCT_00000936,HOME,165220.96,4.94,C,338306.34,Month personal even together remain seven.,ACTIVE,2022-07-28T14:26:28.866056
LOAN_001177,CUST_001681,ACCT_00000755,PERSONAL,33291.8,4.07,B,297675.46,Word everyone simply nor process despite such edge.,PAID_OFF,2024-10-12T14:26:28.866269
LOAN_001178,CUST_003374,ACCT_00001079,HOME,246804.61,5.72,B,504602.97,Measure live song.,PAID_OFF,2025-02-13T14:26:28.866483
LOAN_001179,CUST_000051,ACCT_00006063,AUTO,219777.46,8.4,C,455164.34,Move attack page add bed sit.,DEFAULTED,2023-11-10T14:26:28.866696
LOAN_001180,CUST_002643,ACCT_00002406,HOME,57773.6,8.35,A,178963.32,Southern game see interview doctor fill send.,DEFAULTED,2024-12-24T14:26:28.866909
LOAN_001181,CUST_003340,ACCT_00005999,AUTO,14957.91,6.35,D,153008.46,Report central mean administration never where.,DEFAULTED,2024-06-12T14:26:28.867124
LOAN_001182,CUST_000154,ACCT_00005780,PERSONAL,428143.46,5.17,D,84891.02,Notice decide perhaps challenge air lead.,DEFAULTED,2025-02-02T14:26:28.867338
LOAN_001183,CUST_001850,ACCT_00001039,BUSINESS,9914.9,3.54,A,723611.41,Black finish leader after everyone true though run.,DEFAULTED,2023-09-19T14:26:28.867552
LOAN_001184,CUST_002661,ACCT_00003557,HOME,202281.82,5.62,A,151214.57,Quality bill they east.,DEFAULTED,2024-07-31T14:26:28.867773
LOAN_001185,CUST_003341,ACCT_00002851,PERSONAL,386531.94,4.3,A,481637.96,Happy school guess start nation hour commercial firm.,ACTIVE,2025-06-09T14:26:28.867991
LOAN_001186,CUST_002717,ACCT_00003381,BUSINESS,366008.82,7.06,D,429637.41,Fine real shake space account.,PAID_OFF,2023-02-16T14:26:28.868205
LOAN_001187,CUST_001332,ACCT_00005771,HOME,200835.12,6.53,C,473218.53,Turn civil can all source fall type.,ACTIVE,2022-10-12T14:26:28.868420
LOAN_001188,CUST_002789,ACCT_00006397,AUTO,220529.41,6.61,B,52345.44,Court begin throw site picture PM leave.,PAID_OFF,2023-10-01T14:26:28.868639
LOAN_001189,CUST_002574,ACCT_00004456,AUTO,289950.45,8.32,B,44140.48,Under here mind both occur free enjoy perform.,ACTIVE,2024-11-09T14:26:28.868853
LOAN_001190,CUST_002479,ACCT_00002794,AUTO,222045.25,4.88,C,30204.78,Front from state southern arrive.,ACTIVE,2023-03-23T14:26:28.869067
LOAN_001191,CUST_001075,ACCT_00002216,BUSINESS,495497.6,7.2,B,112409.02,Ball wear forward end.,DEFAULTED,2025-10-31T14:26:28.869282
LOAN_001192,CUST_002888,ACCT_00001507,AUTO,235886.6,5.09,C,80362.45,He under visit assume.,DEFAULTED,2023-07-20T14:26:28.869497
LOAN_001193,CUST_002000,ACCT_00005008,BUSINESS,50387.9,6.06,D,708075.64,Save choice the allow space.,ACTIVE,2022-09-23T14:26:28.869712
LOAN_001194,CUST_000201,ACCT_00000962,AUTO,102828.65,6.13,C,153105.01,Road service record offer it democratic teach who.,PAID_OFF,2023-03-13T14:26:28.869927
LOAN_001195,CUST_000080,ACCT_00005445,PERSONAL,104001.62,5.62,C,577111.84,Realize line once western cut less office.,PAID_OFF,2024-12-30T14:26:28.870143
LOAN_001196,CUST_001838,ACCT_00005035,HOME,257933.6,8.61,B,283595.11,Perform save financial finish car.,PAID_OFF,2021-11-08T14:26:28.870357
LOAN_001197,CUST_002677,ACCT_00002036,HOME,194813.24,5.67,B,153048.84,Fill fill air born compare.,ACTIVE,2024-04-18T14:26:28.870572
LOAN_001198,CUST_000922,ACCT_00003747,BUSINESS,172116.46,7.01,A,273567.12,Will four between major training.,ACTIVE,2022-09-02T14:26:28.870786
LOAN_001199,CUST_002800,ACCT_00005063,HOME,431124.13,7.22,D,426113.85,Certain let marriage despite bring.,PAID_OFF,2024-04-08T14:26:28.871001
LOAN_001200,CUST_000441,ACCT_00000372,AUTO,391586.34,4.48,A,587187.5,Once break environment rate see student particular.,PAID_OFF,2024-07-03T14:26:28.871218
LOAN_001201,CUST_000816,ACCT_00004977,AUTO,348447.24,9.28,D,635517.55,Team impact believe your daughter effect.,PAID_OFF,2023-06-03T14:26:28.871432
LOAN_001202,CUST_000064,ACCT_00003190,PERSONAL,206115.85,4.8,B,535334.95,Event often case sense protect lay against.,PAID_OFF,2025-10-28T14:26:28.871650
LOAN_001203,CUST_002257,ACCT_00000691,HOME,62497.12,4.89,A,440899.46,Design whose program score cup enough.,ACTIVE,2025-09-09T14:26:28.871879
LOAN_001204,CUST_000418,ACCT_00006791,BUSINESS,124209.15,5.3,C,453945.96,Technology room lose there consumer amount week avoid.,PAID_OFF,2024-12-15T14:26:28.872094
LOAN_001205,CUST_000554,ACCT_00002430,PERSONAL,105345.65,7.84,D,229322.87,Increase industry score later plan man hope word.,ACTIVE,2024-08-15T14:26:28.872312
LOAN_001206,CUST_001158,ACCT_00006816,HOME,223143.11,8.24,D,515005.23,Just get every including.,PAID_OFF,2021-12-15T14:26:28.872529
LOAN_001207,CUST_001186,ACCT_00001189,HOME,175173.96,8.86,C,309318.9,They why beat town they more.,PAID_OFF,2023-09-16T14:26:28.872747
LOAN_001208,CUST_002709,ACCT_00001768,PERSONAL,386743.93,7.21,C,381777.8,Modern might computer the.,DEFAULTED,2025-09-27T14:26:28.872966
LOAN_001209,CUST_002510,ACCT_00003658,AUTO,271679.38,5.15,A,354695.64,Win wonder stage form specific result list deep.,PAID_OFF,2022-02-27T14:26:28.873180
LOAN_001210,CUST_002893,ACCT_00004774,PERSONAL,140988.88,4.29,D,689869.9,Worry easy look region his picture enter.,PAID_OFF,2025-03-11T14:26:28.873400
LOAN_001211,CUST_001878,ACCT_00002482,PERSONAL,17379.95,4.58,D,571457.42,Wife recognize every natural support share born financial.,ACTIVE,2024-05-11T14:26:28.873624
LOAN_001212,CUST_000222,ACCT_00003428,PERSONAL,69187.29,8.0,B,185773.12,Set look read cold ground upon along born.,PAID_OFF,2024-08-29T14:26:28.873848
LOAN_001213,CUST_002613,ACCT_00002401,AUTO,287917.01,8.65,A,536281.36,Section far education pass company suffer take.,PAID_OFF,2024-12-14T14:26:28.874066
LOAN_001214,CUST_000856,ACCT_00004941,PERSONAL,219273.19,7.98,C,715940.75,Two me analysis threat.,DEFAULTED,2022-01-07T14:26:28.874286
LOAN_001215,CUST_000688,ACCT_00005134,AUTO,185977.23,8.58,B,48643.63,Him understand power bar first.,DEFAULTED,2023-08-06T14:26:28.874541
LOAN_001216,CUST_000612,ACCT_00004754,HOME,52623.81,5.18,D,645944.54,Night spend onto adult from develop.,DEFAULTED,2024-06-21T14:26:28.874775
LOAN_001217,CUST_000390,ACCT_00005954,HOME,311376.69,5.26,B,464682.6,Feeling more hundred ok around.,DEFAULTED,2022-09-30T14:26:28.875005
LOAN_001218,CUST_000567,ACCT_00006005,BUSINESS,259025.87,9.22,D,300635.0,Million rather at whole only sense.,PAID_OFF,2023-09-29T14:26:28.875221
LOAN_001219,CUST_001878,ACCT_00000241,HOME,271640.68,6.12,D,617499.62,Name financial by future authority yourself term appear.,PAID_OFF,2023-01-16T14:26:28.875450
LOAN_001220,CUST_002276,ACCT_00003588,BUSINESS,190408.89,5.47,D,294801.43,Environmental effort opportunity tonight.,PAID_OFF,2023-08-16T14:26:28.875658
LOAN_001221,CUST_000947,ACCT_00004691,HOME,396083.89,7.49,C,46940.28,Wrong idea whatever fact product investment dream specific.,DEFAULTED,2025-02-28T14:26:28.875880
LOAN_001222,CUST_000531,ACCT_00006432,PERSONAL,254909.3,4.6,A,354475.92,Much four far various the friend beat different.,ACTIVE,2023-11-19T14:26:28.876082
LOAN_001223,CUST_000500,ACCT_00004279,BUSINESS,67657.36,7.28,B,67332.71,Need simple tax concern report movement safe.,DEFAULTED,2023-02-11T14:26:28.876284
LOAN_001224,CUST_000650,ACCT_00002652,PERSONAL,263444.58,7.8,C,672350.6,Simply American my best.,DEFAULTED,2025-12-03T14:26:28.876486
LOAN_001225,CUST_000204,ACCT_00001844,HOME,245992.4,4.87,C,663434.6,Practice buy assume exactly knowledge blue former.,DEFAULTED,2025-07-02T14:26:28.876688
LOAN_001226,CUST_002688,ACCT_00001124,BUSINESS,21339.11,7.92,D,385236.32,Research give tough opportunity.,ACTIVE,2026-07-14T14:26:28.876891
LOAN_001227,CUST_003291,ACCT_00000043,PERSONAL,313636.16,3.64,D,237634.91,Land cost sound consumer media wind.,PAID_OFF,2023-01-23T14:26:28.877095
LOAN_001228,CUST_001586,ACCT_00003452,HOME,487925.45,8.68,C,578007.67,Republican force policy spend hotel face avoid pattern.,ACTIVE,2025-11-24T14:26:28.877298
LOAN_001229,CUST_000976,ACCT_00004851,BUSINESS,90697.1,7.18,A,625076.61,Chance economic dog ten.,DEFAULTED,2022-09-22T14:26:28.877499
LOAN_001230,CUST_001460,ACCT_00003315,BUSINESS,75702.46,7.7,D,47383.89,Woman picture enter military.,ACTIVE,2026-04-29T14:26:28.877709
LOAN_001231,CUST_000125,ACCT_00003477,BUSINESS,465839.54,6.4,B,517451.69,Four dream series Congress.,DEFAULTED,2026-05-06T14:26:28.877946
LOAN_001232,CUST_003205,ACCT_00004222,BUSINESS,11878.71,5.07,C,497048.76,Whose glass leg.,DEFAULTED,2025-01-30T14:26:28.878148
LOAN_001233,CUST_000187,ACCT_00006492,HOME,301542.06,4.8,A,484120.07,Off yard yeah avoid identify child.,PAID_OFF,2024-02-29T14:26:28.878350
LOAN_001234,CUST_001804,ACCT_00005318,BUSINESS,63130.56,6.64,A,160021.8,Movement order box charge yet listen three maintain.,ACTIVE,2025-06-28T14:26:28.878551
LOAN_001235,CUST_000397,ACCT_00004275,BUSINESS,464222.52,7.7,C,176440.37,Stage possible people lawyer discuss bed suggest.,PAID_OFF,2026-02-26T14:26:28.878753
LOAN_001236,CUST_000810,ACCT_00006263,PERSONAL,338243.98,5.71,B,366044.04,Now do see themselves mouth.,ACTIVE,2026-07-06T14:26:28.878954
LOAN_001237,CUST_002450,ACCT_00006880,HOME,137121.99,9.17,A,65360.37,Thousand practice decide alone newspaper.,DEFAULTED,2024-03-14T14:26:28.879168
LOAN_001238,CUST_001662,ACCT_00003258,PERSONAL,252400.88,8.01,D,226749.09,Cold indicate house human few.,DEFAULTED,2022-04-05T14:26:28.879383
LOAN_001239,CUST_002764,ACCT_00003355,PERSONAL,421517.66,4.99,C,400457.27,Mr power rule talk anything work.,ACTIVE,2024-08-31T14:26:28.879599
LOAN_001240,CUST_001089,ACCT_00006323,BUSINESS,213427.55,4.12,A,384199.61,Real because unit fall score century.,DEFAULTED,2025-03-12T14:26:28.879815
LOAN_001241,CUST_002838,ACCT_00003720,PERSONAL,51440.86,4.86,D,199667.16,How why tend executive within better like price.,ACTIVE,2023-12-02T14:26:28.880030
LOAN_001242,CUST_001931,ACCT_00001820,BUSINESS,26722.52,7.21,D,45236.51,State bar shoulder.,ACTIVE,2023-04-26T14:26:28.880246
LOAN_001243,CUST_000517,ACCT_00002017,HOME,320973.39,3.79,D,144278.95,Network imagine open window middle.,DEFAULTED,2025-08-23T14:26:28.880462
LOAN_001244,CUST_002042,ACCT_00006832,AUTO,435540.87,9.24,C,377290.42,Fly five wear say though get morning.,DEFAULTED,2021-12-17T14:26:28.880677
LOAN_001245,CUST_001277,ACCT_00003744,AUTO,12792.05,7.49,A,331832.2,Public painting agent add take where relate.,DEFAULTED,2021-11-07T14:26:28.880893
LOAN_001246,CUST_002718,ACCT_00003663,AUTO,486398.5,8.1,C,513798.51,Room myself television fill team house contain.,DEFAULTED,2026-04-19T14:26:28.881118
LOAN_001247,CUST_002902,ACCT_00001760,AUTO,18475.25,7.3,B,169764.78,Make line then detail issue base.,PAID_OFF,2024-03-28T14:26:28.881334
LOAN_001248,CUST_002877,ACCT_00002714,AUTO,238388.8,8.41,C,57986.2,Good rule try.,DEFAULTED,2023-10-24T14:26:28.881550
LOAN_001249,CUST_000945,ACCT_00004177,BUSINESS,436440.8,8.72,A,512232.6,Meeting lose soon sound.,ACTIVE,2026-07-16T14:26:28.881766
LOAN_001250,CUST_000979,ACCT_00002891,AUTO,414431.97,7.3,C,738986.33,Meeting discussion health kid president hospital.,DEFAULTED,2022-11-23T14:26:28.881982
LOAN_001251,CUST_002466,ACCT_00000562,PERSONAL,265107.53,6.32,D,417697.98,Foot view effort rich.,DEFAULTED,2021-10-31T14:26:28.882214
LOAN_001252,CUST_003094,ACCT_00004397,AUTO,84703.46,6.42,A,570823.14,Radio parent article above author.,ACTIVE,2025-02-10T14:26:28.882430
LOAN_001253,CUST_000044,ACCT_00007018,PERSONAL,136215.52,5.6,C,20498.78,Sound occur toward huge structure star.,PAID_OFF,2025-04-18T14:26:28.882646
LOAN_001254,CUST_000083,ACCT_00003652,AUTO,132572.42,4.21,A,360597.35,Top talk significant total unit late stop.,ACTIVE,2024-09-22T14:26:28.882862
LOAN_001255,CUST_002669,ACCT_00003618,HOME,122163.33,7.22,B,313163.67,Off include use like class person imagine.,ACTIVE,2025-01-11T14:26:28.883078
LOAN_001256,CUST_002217,ACCT_00004838,BUSINESS,199534.11,4.48,D,38957.49,Close most door pick project.,ACTIVE,2024-04-12T14:26:28.883295
LOAN_001257,CUST_002033,ACCT_00001133,AUTO,237649.49,3.64,D,104431.76,Rather war road car item.,ACTIVE,2024-03-06T14:26:28.883510
LOAN_001258,CUST_001260,ACCT_00005546,BUSINESS,30072.84,8.53,D,546800.77,Likely still recognize like look.,ACTIVE,2025-01-17T14:26:28.883735
LOAN_001259,CUST_001935,ACCT_00004558,PERSONAL,282769.85,5.45,C,319165.6,Author quality least consider population.,PAID_OFF,2026-07-04T14:26:28.883955
LOAN_001260,CUST_002395,ACCT_00000870,HOME,459079.15,7.53,C,376793.66,Term media everybody quality.,DEFAULTED,2026-07-07T14:26:28.884172
LOAN_001261,CUST_001437,ACCT_00003877,AUTO,9463.36,6.16,C,196283.13,Energy yard bag everybody nearly.,ACTIVE,2022-10-25T14:26:28.884390
LOAN_001262,CUST_001941,ACCT_00006468,BUSINESS,50687.95,5.22,D,632744.24,Once tell within apply student.,DEFAULTED,2024-02-21T14:26:28.884607
LOAN_001263,CUST_000015,ACCT_00000297,BUSINESS,146370.62,4.54,A,113783.11,Involve program our beautiful space coach real.,DEFAULTED,2022-04-25T14:26:28.884823
LOAN_001264,CUST_002610,ACCT_00006559,PERSONAL,159520.0,7.53,C,381749.92,Better force common join enter goal.,DEFAULTED,2025-06-22T14:26:28.885039
LOAN_001265,CUST_001418,ACCT_00001660,BUSINESS,413914.54,3.74,C,434805.03,Ten civil identify government next effect.,DEFAULTED,2025-12-10T14:26:28.885260
LOAN_001266,CUST_003488,ACCT_00006717,BUSINESS,310097.22,7.41,D,595015.45,Anyone law appear ok forward whether fund.,ACTIVE,2022-12-18T14:26:28.885477
LOAN_001267,CUST_000754,ACCT_00005115,HOME,7973.9,3.64,C,222944.85,Where hold business go rest themselves chair bank.,PAID_OFF,2025-12-17T14:26:28.885693
LOAN_001268,CUST_003184,ACCT_00006923,AUTO,14280.63,4.38,C,478155.31,How change economy whatever.,PAID_OFF,2023-05-23T14:26:28.885909
LOAN_001269,CUST_002312,ACCT_00005437,BUSINESS,282405.22,6.22,C,749721.15,Should training gas try leader dinner.,DEFAULTED,2022-11-12T14:26:28.886126
LOAN_001270,CUST_002518,ACCT_00003229,AUTO,135379.92,6.42,A,742560.25,Something party will compare.,ACTIVE,2023-06-17T14:26:28.886342
LOAN_001271,CUST_001712,ACCT_00003713,HOME,430654.28,6.56,D,547781.66,Among scene democratic message hit huge.,ACTIVE,2025-06-16T14:26:28.886560
LOAN_001272,CUST_003174,ACCT_00001801,AUTO,26376.04,6.27,D,348197.33,Good close finally whose relate.,PAID_OFF,2026-04-29T14:26:28.886776
LOAN_001273,CUST_003136,ACCT_00000525,BUSINESS,224351.96,5.56,A,30038.76,Feel thought appear watch bring baby PM.,ACTIVE,2025-11-11T14:26:28.886993
LOAN_001274,CUST_002533,ACCT_00006141,HOME,96502.46,4.84,B,546879.79,East cause increase green put accept respond.,DEFAULTED,2022-11-02T14:26:28.887210
LOAN_001275,CUST_001092,ACCT_00001788,HOME,140028.66,8.42,C,701371.51,Soldier score enjoy yet.,PAID_OFF,2022-05-02T14:26:28.887426
LOAN_001276,CUST_002938,ACCT_00002547,HOME,322214.1,5.27,A,430204.41,Piece land collection center suffer all bad.,DEFAULTED,2021-11-10T14:26:28.887642
LOAN_001277,CUST_003293,ACCT_00001086,PERSONAL,300684.08,8.13,A,191290.01,Computer anyone film with.,PAID_OFF,2023-11-20T14:26:28.887858
LOAN_001278,CUST_001425,ACCT_00002321,HOME,93096.37,6.11,A,601292.66,Despite yes study again moment he laugh history.,PAID_OFF,2022-07-01T14:26:28.888074
LOAN_001279,CUST_000841,ACCT_00006077,PERSONAL,232848.2,7.49,B,60649.13,Forward specific doctor raise.,DEFAULTED,2023-01-02T14:26:28.888290
LOAN_001280,CUST_002352,ACCT_00002979,PERSONAL,355796.72,5.15,B,363526.2,Wear red sea knowledge note red indicate.,PAID_OFF,2023-07-01T14:26:28.888506
LOAN_001281,CUST_001850,ACCT_00005176,HOME,428823.85,8.46,D,251156.96,Practice brother strong or.,ACTIVE,2022-10-29T14:26:28.888722
LOAN_001282,CUST_001750,ACCT_00004180,AUTO,496147.63,4.71,C,654730.68,Activity candidate although.,PAID_OFF,2026-05-19T14:26:28.888938
LOAN_001283,CUST_002090,ACCT_00003354,BUSINESS,84589.61,9.35,C,517666.05,Music son environment do word bad.,DEFAULTED,2025-04-03T14:26:28.889154
LOAN_001284,CUST_002678,ACCT_00004196,BUSINESS,23347.3,9.3,C,393408.92,Step and enjoy office way although pressure.,DEFAULTED,2022-04-15T14:26:28.889371
LOAN_001285,CUST_001496,ACCT_00000489,PERSONAL,373313.31,5.74,B,654034.63,Politics others smile drop.,DEFAULTED,2022-05-30T14:26:28.889600
LOAN_001286,CUST_001633,ACCT_00002052,AUTO,189780.63,8.75,B,716304.11,Per stock get later.,ACTIVE,2023-05-16T14:26:28.889827
LOAN_001287,CUST_002019,ACCT_00000177,PERSONAL,275277.74,5.47,A,214661.82,Actually adult others industry.,DEFAULTED,2022-06-07T14:26:28.890043
LOAN_001288,CUST_000450,ACCT_00005853,PERSONAL,129690.7,8.43,B,496862.2,Her happy thought opportunity employee.,PAID_OFF,2024-01-13T14:26:28.890259
LOAN_001289,CUST_000340,ACCT_00000081,BUSINESS,107820.19,7.44,D,649896.12,New challenge each give determine include.,PAID_OFF,2024-03-14T14:26:28.890475
LOAN_001290,CUST_003293,ACCT_00004983,AUTO,245431.38,6.75,C,69752.6,Represent laugh arm voice yet.,PAID_OFF,2023-05-01T14:26:28.890691
LOAN_001291,CUST_002945,ACCT_00007003,AUTO,28560.67,6.0,B,28632.0,Keep piece bank event lawyer itself.,ACTIVE,2022-01-11T14:26:28.890907
LOAN_001292,CUST_001586,ACCT_00005603,PERSONAL,248338.28,5.26,D,691078.37,Ten article strong everything direction none.,DEFAULTED,2025-05-20T14:26:28.891124
LOAN_001293,CUST_002146,ACCT_00004658,PERSONAL,470321.66,5.84,C,623818.79,Generation possible price may conference chance.,PAID_OFF,2025-07-10T14:26:28.891342
LOAN_001294,CUST_001975,ACCT_00001332,BUSINESS,307853.47,7.34,B,50458.08,Can bill live least claim loss forward.,ACTIVE,2021-12-03T14:26:28.891557
LOAN_001295,CUST_002173,ACCT_00005736,BUSINESS,330272.34,8.88,A,342044.65,Pull morning reality such professor network include.,PAID_OFF,2025-07-19T14:26:28.891777
LOAN_001296,CUST_000984,ACCT_00004993,BUSINESS,256259.09,8.2,B,544028.52,See office Republican allow story.,PAID_OFF,2022-01-17T14:26:28.891993
LOAN_001297,CUST_002060,ACCT_00003179,HOME,478869.98,4.5,A,481345.1,Impact everything the pull growth final current.,PAID_OFF,2023-09-25T14:26:28.892209
LOAN_001298,CUST_002992,ACCT_00001669,HOME,134528.57,4.74,D,147460.89,Job receive traditional.,PAID_OFF,2024-02-13T14:26:28.892425
LOAN_001299,CUST_002338,ACCT_00003014,HOME,42629.34,4.8,C,466449.87,Hot address raise your.,DEFAULTED,2024-01-24T14:26:28.892641
LOAN_001300,CUST_000894,ACCT_00000403,HOME,323612.84,5.93,B,69164.86,Level between message.,DEFAULTED,2023-06-20T14:26:28.892861
LOAN_001301,CUST_000611,ACCT_00004892,PERSONAL,494575.71,6.01,C,309244.26,Among majority activity quite that miss meet.,ACTIVE,2022-09-20T14:26:28.893080
LOAN_001302,CUST_002074,ACCT_00006725,PERSONAL,261983.94,6.04,C,479680.52,Field involve light executive response person less.,DEFAULTED,2024-05-04T14:26:28.893297
LOAN_001303,CUST_003077,ACCT_00004957,HOME,441278.91,8.19,B,310106.74,Loss sure seem Mr rock myself.,DEFAULTED,2023-11-23T14:26:28.893513
LOAN_001304,CUST_000593,ACCT_00006293,AUTO,193138.28,6.32,D,592625.31,Evening southern reality.,ACTIVE,2023-03-03T14:26:28.893734
LOAN_001305,CUST_002787,ACCT_00005662,BUSINESS,348035.44,7.43,B,107083.03,Fly green cut base add such.,ACTIVE,2023-02-25T14:26:28.893951
LOAN_001306,CUST_002860,ACCT_00002631,AUTO,62885.35,5.94,C,114273.85,Line thank follow participant pick myself control win.,DEFAULTED,2024-04-24T14:26:28.894167
LOAN_001307,CUST_001482,ACCT_00001638,BUSINESS,167536.4,4.46,B,576474.17,Fight daughter effect say grow new their.,DEFAULTED,2024-12-13T14:26:28.894393
LOAN_001308,CUST_001439,ACCT_00003351,HOME,179897.42,7.71,C,661934.78,Ready rise deep history fall they.,PAID_OFF,2022-06-27T14:26:28.894610
LOAN_001309,CUST_002239,ACCT_00004564,HOME,491858.71,3.98,C,58486.3,Against might myself consumer.,PAID_OFF,2026-07-16T14:26:28.894830
LOAN_001310,CUST_002349,ACCT_00003806,HOME,244473.86,8.63,A,663303.64,Interesting first spend firm.,ACTIVE,2025-11-16T14:26:28.895046
LOAN_001311,CUST_002172,ACCT_00000419,HOME,33947.27,8.0,B,603855.05,Do area rather sound red time.,PAID_OFF,2025-03-15T14:26:28.895267
LOAN_001312,CUST_001550,ACCT_00004122,HOME,44784.74,6.24,C,345851.05,Organization site student what idea either.,ACTIVE,2023-03-25T14:26:28.895484
LOAN_001313,CUST_000898,ACCT_00003635,BUSINESS,274938.4,3.52,A,236748.48,Get far forget media.,PAID_OFF,2024-03-27T14:26:28.895699
LOAN_001314,CUST_003292,ACCT_00002368,HOME,476682.42,4.4,A,638250.95,Bag at today you kitchen.,PAID_OFF,2022-07-23T14:26:28.895915
LOAN_001315,CUST_003254,ACCT_00003773,PERSONAL,68980.73,6.72,A,241553.81,Every answer professional air.,PAID_OFF,2022-04-02T14:26:28.896131
